time_s,DYN1-1X,DYN1-1Y,DYN1-2X,DYN1-2Y,DYN1-3X,DYN1-3Y,DYN1-4X,DYN1-4Y,DYN1-5X,DYN1-5Y,DYN1-6X,DYN1-6Y,DYN1-7X,DYN1-7Y,DYN1-8X,DYN1-8Y,DYN1-9X,DYN1-9Y,DYN1-10X,DYN1-10Y,DYN1-11X,DYN1-11Y,DYN1-12X,DYN1-12Y,DYN1-13X,DYN1-13Y,DYN1-14X,DYN1-14Y,DYN1-15X,DYN1-15Y,DYN1-16X,DYN1-16Y,DYN1-17X,DYN1-17Y,DYN1-18X,DYN1-18Y,DYN1-19X,DYN1-19Y,DYN1-20X,DYN1-20Y
0.0,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327,-0.04967141530112327
0.01,0.01391755315008575,0.01391755315008575,0.01391755315008575,0.01391755315008575,0.01391755393239479,0.01391755393239479,0.01391755393239479,0.01391755393239479,0.013917690663190685,0.013917690663190685,0.013917690663190685,0.013917690663190685,0.01393533791106971,0.01393533791106971,0.01393533791106971,0.01393533791106971,0.015391654880570989,0.015391654880570989,0.015391654880570989,0.015391654880570989,0.01391755315008575,0.01391755315008575,0.01391755315008575,0.01391755315008575,0.01391755393239479,0.01391755393239479,0.01391755393239479,0.01391755393239479,0.013917690663190685,0.013917690663190685,0.013917690663190685,0.013917690663190685,0.01393533791106971,0.01393533791106971,0.01393533791106971,0.01393533791106971,0.015391654880570989,0.015391654880570989,0.015391654880570989,0.015391654880570989
0.02,-0.06469439495957038,-0.06469439495957038,-0.06469439495957038,-0.06469439495957038,-0.06469437689368462,-0.06469437689368462,-0.06469437689368462,-0.06469437689368462,-0.06469293172982722,-0.06469293172982722,-0.06469293172982722,-0.06469293172982722,-0.06461597111671387,-0.06461597111671387,-0.06461597111671387,-0.06461597111671387,-0.06277721400136797,-0.06277721400136797,-0.06277721400136797,-0.06277721400136797,-0.06469439495957038,-0.06469439495957038,-0.06469439495957038,-0.06469439495957038,-0.06469437689368462,-0.06469437689368462,-0.06469437689368462,-0.06469437689368462,-0.06469293172982722,-0.06469293172982722,-0.06469293172982722,-0.06469293172982722,-0.06461597111671387,-0.06461597111671387,-0.06461597111671387,-0.06461597111671387,-0.06277721400136797,-0.06277721400136797,-0.06277721400136797,-0.06277721400136797
0.03,-0.1521014797600107,-0.1521014797600107,-0.1521014797600107,-0.1521014797600107,-0.15210136474162766,-0.15210136474162766,-0.15210136474162766,-0.15210136474162766,-0.15209576723696544,-0.15209576723696544,-0.15209576723696544,-0.15209576723696544,-0.15191003466661565,-0.15191003466661565,-0.15191003466661565,-0.15191003466661565,-0.14777514563240376,-0.14777514563240376,-0.14777514563240376,-0.14777514563240376,-0.1521014797600107,-0.1521014797600107,-0.1521014797600107,-0.1521014797600107,-0.15210136474162766,-0.15210136474162766,-0.15210136474162766,-0.15210136474162766,-0.15209576723696544,-0.15209576723696544,-0.15209576723696544,-0.15209576723696544,-0.15191003466661565,-0.15191003466661565,-0.15191003466661565,-0.15191003466661565,-0.14777514563240376,-0.14777514563240376,-0.14777514563240376,-0.14777514563240376
0.04,0.023850827825429532,0.023850827825429532,0.023850827825429532,0.023850827825429532,0.023851275229833973,0.023851275229833973,0.023851275229833973,0.023851275229833973,0.023867441941027998,0.023867441941027998,0.023867441941027998,0.023867441941027998,0.024305433716934426,0.024305433716934426,0.024305433716934426,0.024305433716934426,0.033432007255272164,0.033432007255272164,0.033432007255272164,0.033432007255272164,0.023850827825429532,0.023850827825429532,0.023850827825429532,0.023850827825429532,0.023851275229833973,0.023851275229833973,0.023851275229833973,0.023851275229833973,0.023867441941027998,0.023867441941027998,0.023867441941027998,0.023867441941027998,0.024305433716934426,0.024305433716934426,0.024305433716934426,0.024305433716934426,0.033432007255272164,0.033432007255272164,0.033432007255272164,0.033432007255272164
0.05,0.023798839709720927,0.023798839709720927,0.023798839709720927,0.023798839709720927,0.023800214563951216,0.023800214563951216,0.023800214563951216,0.023800214563951216,0.023840362197530485,0.023840362197530485,0.023840362197530485,0.023840362197530485,0.024709064817595,0.024709064817595,0.024709064817595,0.024709064817595,0.03534025242761618,0.03534025242761618,0.03534025242761618,0.03534025242761618,0.023798839709720927,0.023798839709720927,0.023798839709720927,0.023798839709720927,0.023800214563951216,0.023800214563951216,0.023800214563951216,0.023800214563951216,0.023840362197530485,0.023840362197530485,0.023840362197530485,0.023840362197530485,0.024709064817595,0.024709064817595,0.024709064817595,0.024709064817595,0.03534025242761618,0.03534025242761618,0.03534025242761618,0.03534025242761618
0.06,-0.15753477237152164,-0.15753477237152164,-0.15753477237152164,-0.15753477237152164,-0.15753116827112873,-0.15753116827112873,-0.15753116827112873,-0.15753116827112873,-0.15744489964451835,-0.15744489964451835,-0.15744489964451835,-0.15744489964451835,-0.1560026986067831,-0.1560026986067831,-0.1560026986067831,-0.1560026986067831,-0.14416529352395535,-0.14416529352395535,-0.14416529352395535,-0.14416529352395535,-0.15753477237152164,-0.15753477237152164,-0.15753477237152164,-0.15753477237152164,-0.15753116827112873,-0.15753116827112873,-0.15753116827112873,-0.15753116827112873,-0.15744489964451835,-0.15744489964451835,-0.15744489964451835,-0.15744489964451835,-0.1560026986067831,-0.1560026986067831,-0.1560026986067831,-0.1560026986067831,-0.14416529352395535,-0.14416529352395535,-0.14416529352395535,-0.14416529352395535
0.07,-0.07608604693275141,-0.07608604693275141,-0.07608604693275141,-0.07608604693275141,-0.07607773595443022,-0.07607773595443022,-0.07607773595443022,-0.07607773595443022,-0.07591320703346793,-0.07591320703346793,-0.07591320703346793,-0.07591320703346793,-0.07370318940185457,-0.07370318940185457,-0.07370318940185457,-0.07370318940185457,-0.056729425266418415,-0.056729425266418415,-0.056729425266418415,-0.056729425266418415,-0.07608604693275141,-0.07608604693275141,-0.07608604693275141,-0.07608604693275141,-0.07607773595443022,-0.07607773595443022,-0.07607773595443022,-0.07607773595443022,-0.07591320703346793,-0.07591320703346793,-0.07591320703346793,-0.07591320703346793,-0.07370318940185457,-0.07370318940185457,-0.07370318940185457,-0.07370318940185457,-0.056729425266418415,-0.056729425266418415,-0.056729425266418415,-0.056729425266418415
0.08,0.04770832741458921,0.04770832741458921,0.04770832741458921,0.04770832741458921,0.0477256167096003,0.0477256167096003,0.0477256167096003,0.0477256167096003,0.04801373869430196,0.04801373869430196,0.04801373869430196,0.04801373869430196,0.05124962702689372,0.05124962702689372,0.05124962702689372,0.05124962702689372,0.07184708986355855,0.07184708986355855,0.07184708986355855,0.07184708986355855,0.04770832741458921,0.04770832741458921,0.04770832741458921,0.04770832741458921,0.0477256167096003,0.0477256167096003,0.0477256167096003,0.0477256167096003,0.04801373869430196,0.04801373869430196,0.04801373869430196,0.04801373869430196,0.05124962702689372,0.05124962702689372,0.05124962702689372,0.05124962702689372,0.07184708986355855,0.07184708986355855,0.07184708986355855,0.07184708986355855
0.09,-0.05356044251125433,-0.05356044251125433,-0.05356044251125433,-0.05356044251125433,-0.05352730825135665,-0.05352730825135665,-0.05352730825135665,-0.05352730825135665,-0.05305487133919018,-0.05305487133919018,-0.05305487133919018,-0.05305487133919018,-0.04857963359032097,-0.04857963359032097,-0.04857963359032097,-0.04857963359032097,-0.027562928772156048,-0.027562928772156048,-0.027562928772156048,-0.027562928772156048,-0.05356044251125433,-0.05356044251125433,-0.05356044251125433,-0.05356044251125433,-0.05352730825135665,-0.05352730825135665,-0.05352730825135665,-0.05352730825135665,-0.05305487133919018,-0.05305487133919018,-0.05305487133919018,-0.05305487133919018,-0.04857963359032097,-0.04857963359032097,-0.04857963359032097,-0.04857963359032097,-0.027562928772156048,-0.027562928772156048,-0.027562928772156048,-0.027562928772156048
